Gencod (EAN);IFLS;Désignation;Regle;Code. Fourn.;Fournisseur
3254950008556;S59916;400G FONDANT COUPE MARBRE          ;Cde 40 col grp;00080251;SEREBIS   
3254950008150;030689;100G MERINGUE BLANCHE              ;Cde 40 col grp;00080251;SEREBIS   
3254950008143;026457;200G MERINGUE BICOLORE             ;Cde 40 col grp;00080251;SEREBIS   
3259426014185;481632;185G PALET BRETON  K.CADEL         ;Cde 54 col grp;00014864;PATISSERIE
3259426014505;481577;325G ASSORT.GALETTE & PALET BQ     ;Cde 54 col grp;00014864;PATISSERIE
3259426013812;481633;325G GALETTE BRETONNE BQ           ;Cde 54 col grp;00014864;PATISSERIE
3259426014277;481631;325G PALET BRETON BQ               ;Cde 54 col grp;00014864;PATISSERIE
3259425507015;595726;350G PETIT BEURRE BARQUETTE        ;Cde 54 col grp;00014864;PATISSERIE
3259426014444;175574;560G PALET BRETON BQ               ;Cde 54 col grp;00014864;PATISSERIE
8000105000624;S67576;100G CANTUCCINI AUX AMANDES        ;Cde 40 col grp;00080251;SEREBIS   
8710486104056;S66716;180G NOUGAT MARANDI                ;Cde 40 col grp;00080251;SEREBIS   
8410368038942;S98825;250G MINI MUFFINS CHIPS CHOCOLAT   ;Cde 40 col grp;00080251;SEREBIS   
8410368038959;S98824;250G MINI MUFFINS CHIPS VANILLE    ;Cde 40 col grp;00080251;SEREBIS   
3254950000024;S59922;300G MUFFIN CHOCO PEPITE CHOCO X4  ;Cde 40 col grp;00080251;SEREBIS   
3254950000055;494335;300G MUFFIN NATURE PEPITE CHOCO X4 ;Cde 40 col grp;00080251;SEREBIS   
3262350210394;S98577;170G BROWNIE PUR BEURRE            ;;00033519;FORCHY    
3560070584253;060031;240G BROWNIE INDIVIDUEL GJ         ;Cde 80 UC mini;00062057;ST MICHEL 
3560071028312;S96385;250G MINI BROWNIES PEPITE CHOCOLAT ;Cde 80 UC mini;00062057;ST MICHEL 
3245390208187;S96384;280G BROWNIES GJ CHOCO/NOISETTE    ;Cde 80 UC mini;00062057;ST MICHEL 
3262350210493;S93681;285 BLONDIE CHOCOLAT               ;;00033519;FORCHY    
3262350210509;S93678;285G BLONDIE FRUIT ROUGE           ;;00033519;FORCHY    
3245412416620;T19821;285G BROWNIE CHOCO NOISETTE CRF    ;Cde 80 UC mini;00062057;ST MICHEL 
3262350210363;S11217;285G BROWNIE CHOCOLAT              ;;00033519;FORCHY    
3262350210400;S88852;285G BROWNIE CHOCOLAT ET COCO      ;;00033519;FORCHY    
3262350210684;S00275;285G BROWNIE CHOCOLAT-CARAMEL      ;;00033519;FORCHY    
3262350210677;S00274;285G BROWNIE CHOCOLAT-SPECULOOS    ;;00033519;FORCHY    
3262350210387;S29446;285G BROWNIE FAMILIAL              ;;00033519;FORCHY    
3254950008242;404246;200G CARRE POMMES X6               ;Cde 40 col grp;00080251;SEREBIS   
3254950009355;203942;240G CARRE BEURRE X6               ;Cde 40 col grp;00080251;SEREBIS   
3254950008099;026441;280G CARRE AMANDES X6              ;Cde 40 col grp;00080251;SEREBIS   
3254950008082;967071;200G ALLUMETTE GLACEE ITALIENNE    ;Cde 40 col grp;00080251;SEREBIS   
3254950008105;T25269;230G PALMIERS                      ;Cde 40 col grp;00080251;SEREBIS   
3254950009362;T20629;150G MINI ROULE A LA FRAISE X5     ;Cde 40 col grp;00080251;SEREBIS   
3254950009379;S15981;150G MINI ROULE AU CHOCOLAT        ;Cde 40 col grp;00080251;SEREBIS   
8001585001330;028045;222G ROULE CHOCOLAT X6             ;Cde 5 PAL mix;00005772;BALCONI   
8001585001323;S11641;222G ROULE LAIT ROLLMILK X6        ;Cde 5 PAL mix;00005772;BALCONI   
8001585001309;S11642;222G ROULE NOISETTE ROLLINO X6     ;Cde 5 PAL mix;00005772;BALCONI   
8001585002153;027540;300G GATEAU ROULE CACAO            ;Cde 5 PAL mix;00005772;BALCONI   
8001585002160;025941;300G GATEAU ROULE CAPPUCINO        ;Cde 5 PAL mix;00005772;BALCONI   
3254950008204;026469;300G GATEAU ROULE CHOCO            ;Cde 40 col grp;00080251;SEREBIS   
3254950008198;026461;300G GATEAU ROULE FRAISE           ;Cde 40 col grp;00080251;SEREBIS   
3254950008334;026466;300G GATEAU ROULE MYRTILLE         ;Cde 40 col grp;00080251;SEREBIS   
8001585008025;T53242;180G MINI ROLLS ABRICOT            ;Cde 5 PAL mix;00005772;BALCONI   
8001585008032;T53241;180G MINI ROLLS CACAO              ;Cde 5 PAL mix;00005772;BALCONI   
8004905550297;S70843;280G FARCIFRUTTO ABRICOT           ;Cde 40 col grp;00080251;SEREBIS   
8004905550259;S50037;280G FARCIKAO CHOCOLAT             ;Cde 40 col grp;00080251;SEREBIS   
8004905550310;S70844;280G FRAGOLA FRAISE                ;Cde 40 col grp;00080251;SEREBIS   
8001585001507;S62321;280G GENOISE ABRICOT X10 TRANCETTO ;Cde 5 PAL mix;00005772;BALCONI   
8001585001026;S62323;280G GENOISE FRAISE X10 TRANCETTO  ;Cde 5 PAL mix;00005772;BALCONI   
8001585001224;567779;280GR TRANCETTO CACAO***           ;;00005772;BALCONI   
8001585003006;S11638;300G GENOISE CHOCO & LATTE X10     ;Cde 5 PAL mix;00005772;BALCONI   
8001585008001;S11640;300G MINI TIRAMISU X10             ;Cde 5 PAL mix;00005772;BALCONI   
8004905550334;S61040;350G CIACIO ENROBE CHOCOLAT        ;Cde 40 col grp;00080251;SEREBIS   
8001585001040;T20362;350G GENOISE MIX MAX CACAO X10     ;Cde 5 PAL mix;00005772;BALCONI   
8001585001354;S11649;350G GENOISE MIX MAX COCO X10      ;Cde 5 PAL mix;00005772;BALCONI   
8001585001071;S59810;350G GENOISE MIX MAX LAIT X10      ;Cde 5 PAL mix;00005772;BALCONI   
8001585004171;S56839;400G GATEAU GENOISE CHOCO          ;;00005772;BALCONI   
8001585003099;S10059;400G GATEAU TIRAMISU               ;Cde 5 PAL mix;00005772;BALCONI   
3254950008129;026453;250G TARTELETTE COCO FRAISE X6     ;Cde 40 col grp;00080251;SEREBIS   
3254950008235;S59924;300G DIPLOMATES FOURRES X6         ;Cde 40 col grp;00080251;SEREBIS   
3254950008259;094226;300G TARTELETTE AMANDES            ;Cde 40 col grp;00080251;SEREBIS   
3254950008266;020632;300G TARTELLETTE POMMES SEREBIS    ;Cde 40 col grp;00080251;SEREBIS   
3259426022418;T55249;15G GALETTE BRETONNE PUR BEURRE    ;Cde 54 col grp;00014864;PATISSERIE
3259426022388;T55244;15G PALET BRETON PUR BEURRE        ;Cde 54 col grp;00014864;PATISSERIE
3259426022425;T55264;20G PETIT BEURRE                   ;Cde 54 col grp;00014864;PATISSERIE
3259426022258;T55220;25G MADELEINE BRETONNE PUR BEURRE  ;Cde 54 col grp;00014864;PATISSERIE
3259426022234;S36100;25G MADELEINE MGV MOELLEUSE EXTRA  ;Cde 54 col grp;00014864;PATISSERIE
3259426022340;T55240;30G BROWNIE PEPITE CHOCOLAT ROND   ;Cde 54 col grp;00014864;PATISSERIE
3259426022401;T55248;30G GDE GALETTE BRETONNE P.BEURRE  ;Cde 54 col grp;00014864;PATISSERIE
3259426022326;T55239;30G MINI CAKE CACAO SANS SUCRE AJOU;Cde 54 col grp;00014864;PATISSERIE
3259426022302;T55231;30G MINI CAKE CITRON SANS SUCRE AJO;Cde 54 col grp;00014864;PATISSERIE
3259426022319;T55232;30G MINI CAKE FRAMBOISE SANS SUCRE ;Cde 54 col grp;00014864;PATISSERIE
3259426022296;T55230;30G MINI CAKE FRUITS CONFITS       ;Cde 54 col grp;00014864;PATISSERIE
3259426033193;T55242;30G P TIT FOURRE ABRICOT           ;Cde 54 col grp;00014864;PATISSERIE
3259426033209;T55243;30G P TIT FOURRE CACAO             ;Cde 54 col grp;00014864;PATISSERIE
3259426033186;T55241;30G P TIT FOURRE FRAISE            ;Cde 54 col grp;00014864;PATISSERIE
3259426022395;T55247;30G PALET BRETON PUR BEURRE        ;Cde 54 col grp;00014864;PATISSERIE
3259426022173;T55214;40G 1 POMPON                       ;Cde 54 col grp;00014864;PATISSERIE
3259426022050;T55263;40G MADELONS PEPITE DE CHOCOLAT    ;Cde 54 col grp;00014864;PATISSERIE
3259426022203;T55217;40G MOELLEUX AMANDE                ;Cde 54 col grp;00014864;PATISSERIE
3259426022180;T55215;40G MOELLEUX CHOCOLAT              ;Cde 54 col grp;00014864;PATISSERIE
3259426022197;T55216;40G MOELLEUX CITRON                ;Cde 54 col grp;00014864;PATISSERIE
3259426022111;T55213;40G P TIT CARRE FRAISE             ;Cde 54 col grp;00014864;PATISSERIE
3259426022104;T55212;40G P TIT CARRE POMME              ;Cde 54 col grp;00014864;PATISSERIE
3269380004115;S91438;480G CHAPEAUX ROND CACAO/NOISETTE  ;;00089819;YANNICK   
3269382940053;S91436;480G CHAPEAUX ROND CREME CITRON    ;;00089819;YANNICK   
3269380004016;S91439;480G CHAPEAUX ROND FRAISES         ;;00089819;YANNICK   
3269382940060;S91437;480G CHAPEAUX RONDS CARAMEL        ;;00089819;YANNICK   
3254950008815;S19502;400G TARTE A LA CREME CATALANE     ;Cde 40 col grp;00080251;SEREBIS   
3254950008822;T12433;400G TARTES A LA FRAISE            ;Cde 40 col grp;00080251;SEREBIS   
3254950008808;T12432;400G TARTES AU CHOCOLAT            ;Cde 40 col grp;00080251;SEREBIS   
3254950008761;T12434;400G TARTES AU CITRON              ;Cde 40 col grp;00080251;SEREBIS   
3254950008792;T12427;400G TARTES AUX POMMES             ;Cde 40 col grp;00080251;SEREBIS   
3254950008563;912414;200G FOND DE TARTE SEREBIS         ;Cde 40 col grp;00080251;SEREBIS   
3262350210455;026303;230G GENOISE RONDE FORCHY          ;;00033519;FORCHY    
3286790106369;S37537;100G PUR BEURRE BQ                 ;Cde 20 col grop;00091740;ASTRUC    
3286790106352;S37741;100G TUILES AMANDES PUR BEURRE     ;Cde 20 col grop;00091740;ASTRUC    
3286790106383;S37703;140G PALET AMANDES PUR BEURRE      ;Cde 20 col grop;00091740;ASTRUC    
3286790106406;S37706;140G PALET CHOCOLAT PUR BEURRE     ;Cde 20 col grop;00091740;ASTRUC    
3286790106376;S37736;140G PALET NATURE PUR BEURRE       ;Cde 20 col grop;00091740;ASTRUC    
3286790106390;S37737;140G PALET RAISINS PUR BEURRE      ;Cde 20 col grop;00091740;ASTRUC    
3290620026789;S91807;112G BAVAROIS KIT DECOR CHOCO D22  ;;00024699;DELICES DU
3290620026772;S91806;112G BAVAROIS KIT DECOR ROSE D22   ;;00024699;DELICES DU
3290620060165;400238;166.66G TARTE 220 PB CANNELEE X12  ;;00024699;DELICES DU
3290620064033;S80708;1800G MINI BOUCHEE X240            ;;00024699;DELICES DU
3290620064255;S05970;1833G TARTELETTE ETOILE SUCREE 90  ;;00024699;DELICES DU
3290620060127;400237;275G TARTE 280 PB SABLE CANNEL X12 ;;00024699;DELICES DU
3290620060196;400228;3600G MINI TARTELETTE CANNELEE 85  ;;00024699;DELICES DU
3290620064156;S82676;BOUCHEE HOTELIERE BTE DE 4         ;;00024699;DELICES DU
8435010073973;S70807;10KG LE FRAMBOISIER CARREFOUR X175P;Cde 300 Kg grp;00097653;PATISFRANC
3232940007376;S70826;10KG PREPARATION CREME A FROID GAMI;;00039940;COMPLET   
3232940007338;S70821;10KG PREPARATION GAMIP GENOISE     ;;00039940;COMPLET   
3232940000940;S70819;10KG PREPARATION POUR BISCUIT CHOQU;;00039940;COMPLET   
3215459000014;S70790;12K GELEE BAVAROISE                ;Cde 300 Kg grp;00097653;PATISFRANC
3660407050168;S70764;1K5 GRIOTTES DENOYAUTEES           ;Cde 300 Kg grp;00097653;PATISFRANC
3660407042057;S70793;1KG AMANDES BRUTES                 ;Cde 300 Kg grp;00097653;PATISFRANC
3660407042330;S70757;1KG AMANDES EFFILEES               ;Cde 300 Kg grp;00097653;PATISFRANC
3660407042347;S70754;1KG AMANDES POUDRE                 ;Cde 300 Kg grp;00097653;PATISFRANC
3276185941019;S70802;1KG ANGELIQUE CONFITE BTE          ;Cde 300 Kg grp;00097653;PATISFRANC
3760061830431;S70794;1KG COPEAU FEUILLE MARBRÉE         ;Cde 300 Kg grp;00097653;PATISFRANC
8711177834566;S70769;1KG COPEAUX CHOCOLAT BLANC         ;Cde 300 Kg grp;00097653;PATISFRANC
3660407044969;S70747;1KG FONDANT VEGA BLANC             ;Cde 300 Kg grp;00097653;PATISFRANC
3660407067098;S70767;1KG GELATINE DE BOEUF              ;Cde 300 Kg grp;00097653;PATISFRANC
3660407071873;S70763;1KG GRAINE DE SESAME               ;Cde 300 Kg grp;00097653;PATISFRANC
3660407071804;S70760;1KG GRAINE PAVOT BLEU              ;Cde 300 Kg grp;00097653;PATISFRANC
5410687010097;S70792;1KG POUDRE A LEVER BPOWDER         ;Cde 300 Kg grp;00097653;PATISFRANC
3232940005297;S70827;1KG PREPARATION NEUSCHNEE          ;;00039940;COMPLET   
3760061830196;S70751;1KG SPRAY BLOND ABRICOT            ;Cde 300 Kg grp;00097653;PATISFRANC
3760061830172;S70753;1KG SPRAY NEUTRE                   ;Cde 300 Kg grp;00097653;PATISFRANC
3760061830189;S70752;1KG SPRAY ROUGE FRAISE             ;Cde 300 Kg grp;00097653;PATISFRANC
3660407094759;S70772;1L EXTRAIT DE VANILLE              ;Cde 300 Kg grp;00097653;PATISFRANC
3253840011010;S70773;1L TRABLIT EXTRAIT CAFE            ;Cde 300 Kg grp;00097653;PATISFRANC
3660407046253;S70798;2,5KG PATE AMANDE ROSE             ;Cde 300 Kg grp;00097653;PATISFRANC
3660407062482;S80546;2K5 COPEAUX CHOCOLAT NOIR          ;Cde 300 Kg grp;00097653;PATISFRANC
5410687062560;S75805;2K5 MIROIR PLUS FRUIT              ;Cde 300 Kg grp;00097653;PATISFRANC
3660407046260;S70770;2K5 PATE AMANDE VERTE              ;Cde 300 Kg grp;00097653;PATISFRANC
5410687049196;S70748;2K5 POUDRE A CREME                 ;Cde 300 Kg grp;00097653;PATISFRANC
3660407049971;S70804;2K6 OREILLON ABRICOT BTE           ;Cde 300 Kg grp;00097653;PATISFRANC
3660407062710;S70771;2KG COPEAU CHOCOLAT BLANC BTE      ;Cde 300 Kg grp;00097653;PATISFRANC
8410154015102;S70759;3,15 ABRICOT OREILLE BTE           ;Cde 300 Kg grp;00097653;PATISFRANC
3660407053503;S70783;3,38K ANANAS TRANCHE               ;Cde 300 Kg grp;00097653;PATISFRANC
8410154045222;S70809;3K1 PECHE BTE                      ;Cde 300 Kg grp;00097653;PATISFRANC
3660407050700;S70795;4,25KG COMPOTE DE POMME            ;Cde 300 Kg grp;00097653;PATISFRANC
3660407046017;S70768;4K5 FRAMBOISE PEPIN BTE            ;Cde 300 Kg grp;00097653;PATISFRANC
3660407049582;S70756;4K6 POIRE SIROP BTE 5/1            ;Cde 300 Kg grp;00097653;PATISFRANC
3660407062451;S70799;500G CIGARETTE CHOCO BLANC X94     ;Cde 300 Kg grp;00097653;PATISFRANC
3660407062437;S80544;500G CIGARETTE CHOCOLAT NOIR       ;Cde 300 Kg grp;00097653;PATISFRANC
3660407078087;S70806;500G COLORANT ROUGE NON AZOIQUE    ;Cde 300 kg grp;00097653;PATISFRANC
3660407078070;S70803;500G COLORANT VERT NON AZOIQUE     ;Cde 300 Kg grp;00097653;PATISFRANC
3660407064462;S80548;500G DECOR CHO NOIR TROUBILLONX192P;Cde 300 Kg grp;00097653;PATISFRANC
3660407064479;S80549;500G DECOR CHOC BL TROUBILLON X192P;Cde 300 Kg grp;00097653;PATISFRANC
3660407064974;S80543;500G DECOR PF CHO NOIR JOYANVI X132;Cde 300 Kg grp;00097653;PATISFRANC
3276185833017;S70788;5K BIGARREAU ROUGE CONFIT BTE      ;Cde 300 Kg grp;00097653;PATISFRANC
3660407046277;S70789;5K PATE AMANDE BLANCHE             ;Cde 300 Kg grp;00097653;PATISFRANC
3276185085010;S70801;5KG BIGARREAU VERT CONFIT BTE      ;Cde 300 Kg grp;00097653;PATISFRANC
5410687061167;S70796;5KG GLACAGE MIROIR CHOCO NOIR      ;Cde 300 Kg grp;00097653;PATISFRANC
3660407043610;S70758;5KG NOIX COCO RAPEE                ;Cde 300 Kg grp;00097653;PATISFRANC
3660407060815;S70766;5KG SUCRANEIGE                     ;Cde 300 Kg grp;00097653;PATISFRANC
5410687046713;S70761;600G BOMBE GRAISSE                 ;Cde 300 Kg grp;00097653;PATISFRANC
3105560103608;S70797;700G NOUGAT BRISURE BTE            ;Cde 300 Kg grp;00097653;PATISFRANC
3660407046055;S70750;7KG NAPPAGE BLOND                  ;Cde 300 Kg grp;00097653;PATISFRANC
8435010504101;S70787;880G PLAQUE FORET NOIRE X175PCE    ;Cde 300 Kg grp;00097653;PATISFRANC
8435010074000;S70785;8K FORET NOIRE CARREFOUR X135PCE   ;Cde 300 Kg grp;00097653;PATISFRANC
8435010103120;S70784;8K LE FRAISIER CARREFOUR X135PCE   ;Cde 300 Kg grp;00097653;PATISFRANC
3660407045980;S70800;8KG MIROIR NETURE BTE              ;Cde 300 Kg grp;00097653;PATISFRANC
3660407045928;S80539;8KG NAPPAGE  NAPSTAR BLOND         ;Cde 300 Kg grp;00097653;PATISFRANC
3660407045898;S80540;8KG NAPPAGE NAPSTAR ROUGE          ;Cde 300 Kg grp;00097653;PATISFRANC
8435010103083;S70808;8KG OPERA CARREFOUR X135P          ;Cde 300 Kg grp;00097653;PATISFRANC
8435010509229;S70762;9K3 PLAQUE J.ANNIVERSAIRE X72      ;Cde 300 Kg grp;00097653;PATISFRANC
8435010504125;S75802;BTE X315 PLQ. TRIANON              ;Cde 300 Kg grp;00097653;PATISFRANC
3068220391701;T05470;105G KIT 180 BISCUIT JOCONDE BAYADE;Cde 100 col grp;00091838;HAFNERS   
3068220391855;T05472;105G KIT 180 BISCUIT JOCONDE FR RGE;Cde 100 col grp;00091838;HAFNERS   
3760028860525;T05518;10G ECLAIR L 130 MM                ;Cde 100 col grp;00091838;HAFNERS   
3068220391909;T05473;110G KIT CHOCO CACAO 180           ;Cde 100 col grp;00091838;HAFNERS   
3760028860471;T05517;11G CHOU DIAM 76 MM                ;Cde 100 col grp;00091838;HAFNERS   
3068220371000;T05468;130G PCE CHARLOTTE 180             ;Cde 100 col grp;00091838;HAFNERS   
3068220762006;T05523;135G TARTE FLEUR FEUILLETEE 6 PARTS;Cde 100 col grp;00091838;HAFNERS   
3760028860082;T05481;13G ECLAIR MAXI L 165 MM           ;Cde 100 col grp;00091838;HAFNERS   
3760028860358;T05480;13G SAVARIN+CAISSETTE              ;Cde 100 col grp;00091838;HAFNERS   
3068220392906;T05478;140G KIT CHOCO CACACO 220          ;Cde 100 col grp;00091838;HAFNERS   
3068220392708;T05475;145G KIT 220 BISCUIT JOCONDE BAYADE;Cde 100 col grp;00091838;HAFNERS   
3068220392852;T05477;145G KIT 220 BISCUIT JOCONDE FR RGE;Cde 100 col grp;00091838;HAFNERS   
3068220101171;T05464;147G COFFRET 4 VOL AU VENT 90 STD  ;Cde 100 col grp;00091838;HAFNERS   
3068220372007;T05469;180G PCE CHARLOTTE 220             ;Cde 100 col grp;00091838;HAFNERS   
3068220763003;T05524;183G TARTE FLEUR FEUILLETEE 8 PARTS;Cde 100 col grp;00091838;HAFNERS   
3390310053009;T05522;200G ST VANILLE/FRAISE/CITRON      ;Cde 100 col grp;00091838;HAFNERS   
3068220680003;T05520;20G MERINGUE TORSADEE VANILLE      ;Cde 100 col grp;00091838;HAFNERS   
3068220681000;T05521;21G MERINGUE COQUE                 ;Cde 100 col grp;00091838;HAFNERS   
3068220283006;T05466;220G PCE TARTE 220 SUCREE          ;Cde 100 col grp;00091838;HAFNERS   
3068220255003;T05465;22G PCE TARTELETTE 83 SUCREE       ;Cde 100 col grp;00091838;HAFNERS   
3068220764000;T05525;32G CORNET SUCRE FEUILLETTE BEURRE ;Cde 100 col grp;00091838;HAFNERS   
3068220286007;T05467;330G PCE TARTE 280 SUCREE          ;Cde 100 col grp;00091838;HAFNERS   
3068220435801;S75801;34G FEUILLE BISCUIT CACAO 7MM LC   ;Cde 100 col grp;00091838;HAFNERS   
3068220315806;S75800;34G FEUILLE BISCUIT NATURE 7MM LC  ;Cde 100 col grp;00091838;HAFNERS   
3760028860143;T05519;3G PROFITEROLE DIAM 45 MM          ;Cde 100 col grp;00091838;HAFNERS   
3068220101157;T05463;73G BLISTER 12 MINI BOUCHEE        ;Cde 100 col grp;00091838;HAFNERS   
3068220422009;534541;GENOISE CACAO 200MM                ;Cde 100 col grp;00091838;HAFNERS   
3068220423006;534545;GENOISE CACAO 260MM                ;Cde 100 col grp;00091838;HAFNERS   
3068220403008;534532;GENOISE NATURE  260MM              ;Cde 100 col grp;00091838;HAFNERS   
3068220402001;534535;GENOISE NATURE 200MM               ;Cde 100 col grp;00091838;HAFNERS   
3760013551087;S52146;100G BOUQUET DE FLEUR SIMPLE       ;;00096738;BONBEC    
3760013550530;S99591;110G SOURIS LADY                   ;;00096738;BONBEC    
3215470515948;S89383;2000 ML BATON A GLACER SEAU        ;;00097016;PATRELLE  
3760013550080;S52153;260G LA VOITURE                    ;;00096738;BONBEC    
3760013550158;S52148;268G CABRIOLET CANARI              ;;00096738;BONBEC    
3760013551131;S99587;270G BOUQUET COEUR GOURMAND        ;;00096738;BONBEC    
3760013550523;S52150;295G LA TARTE                      ;;00096738;BONBEC    
3215470512435;S89380;320 ML BATON A GLACER SEAU         ;;00097016;PATRELLE  
3760013551117;S99589;380G BOUQUET ROMANTICA             ;;00096738;BONBEC    
3760013550035;S52152;50G LA TETE SOURIS MACHO           ;;00096738;BONBEC    
3215470515955;S89379;50ML BATON A GLACER INDIVIDUEL     ;;00097016;PATRELLE  
3215470510059;S89381;600 ML BATON A GLACER SACHET       ;;00097016;PATRELLE  
3760013550042;S52151;65G LA TETE SOURIS LADY            ;;00096738;BONBEC    
3215470510042;S89382;800 ML BATON A GLACER SACHET       ;;00097016;PATRELLE  
3215470511902;S89378;800ML BATON A GLACER BOITE         ;;00097016;PATRELLE  
3760013550073;S99590;82G ABEILLE                        ;;00096738;BONBEC    
3245414090354;354374;1KG PRUNEAU AGEN 33/44 CRF         ;Cde 30 col grp;00008072;MAITRE PRU
3068230011941;S48446;1KG PRUNEAU AGEN 66/77  RF         ;Cde 30 col grop;00006771;COLOR     
3180840012061;314114;1KG PRUNEAU D AGEN 44/55 DENOY     ;Cde 30 col grp;00008072;MAITRE PRU
3502490013883;868688;1KG PRUNEAUX AGEN 44/55 SQ         ;Cde 30 col grp;00008072;MAITRE PRU
3068230014164;723403;1KG PRUNX 66/77 PETIT PRIX         ;Cde 30 col grop;00006771;COLOR     
3502490204021;S96392;400G PRUNEAUX DENOYAUTE 55/66 DOMIN;Cde 30 col grp;00008072;MAITRE PRU
3502490199693;S96393;500G PRUN VANILLE                  ;Cde 30 col grp;00008072;MAITRE PRU
3502490013852;S71538;500G PRUNEAU 30/35 AVEC NOYAU      ;;00008072;MAITRE PRU
3502490013890;794854;500G PRUNEAU AGEN 44/55 QUATRO     ;Cde 30 col grp;00008072;MAITRE PRU
3502490064540;S96391;500G PRUNEAU AGEN 55/66 DOMINO **  ;Cde 30 col grp;00008072;MAITRE PRU
3560070705894;537958;500G PRUNEAU ENTIER 33/44 RDF      ;;00088642;LOGIDIS FR
3245390154408;561153;ST 500G PRUNEAU AGEN 44/55 RDF     ;;00088642;LOGIDIS FR
3502490020058;S45806;100G PRUNEAUX DENOY.JUQS S/SUCRE   ;Cde 30 col grp;00008072;MAITRE PRU
3502490020089;S98594;100G PRUNEAUX SIROP DENOY MP       ;Cde 30 col grp;00008072;MAITRE PRU
3502490134090;S45790;1KG DES DE PRUNEAUX 5X5X5MM        ;Cde 30 col grp;00008072;MAITRE PRU
3502490064427;S94496;1KG PRUNEAU AGEN DENOYAUTE 55/66   ;Cde 30 col grp;00008072;MAITRE PRU
3502490004652;S45780;1KG PRUNEAU DENOYAUTE 33/44 SQ     ;Cde 30 col grp;00008072;MAITRE PRU
3180840012061;S45781;1KG PRUNEAU DENOYAUTE 44/55        ;Cde 30 col grp;00008072;MAITRE PRU
3502490064380;S94495;1KG PRUNEAUX AGEN 55/66            ;Cde 30 col grp;00008072;MAITRE PRU
3502490012817;S45786;1KG PRUNEAUX GROS 55/66 DENOYAUTE B;Cde 30 col grp;00008072;MAITRE PRU
3502490013869;S45779;1KG SQ PRUNEAUX 33/44 A/NOYAU      ;Cde 30 col grp;00008072;MAITRE PRU
3502490111725;S45805;1L JUS DE PRUNEAUX S/SUCRE         ;Cde 30 col grp;00008072;MAITRE PRU
3560070439942;459272;500G PRUNEAU DENOY 30/35 RDF       ;Cde 30 col grp;00008072;MAITRE PRU
3502490013944;S13156;500G PRUNEAU DENOY QUATRO          ;Cde 30 col grp;00008072;MAITRE PRU
3502490171606;S71537;500G PRUNEAU DENOYAUTE 30/35       ;Cde 30 col grp;00008072;MAITRE PRU
3502490020133;S45807;BQ 35G CREME DE PRUNEAUX           ;Cde 30 col grp;00008072;MAITRE PRU
3502490156948;S45808;BQ 50G SPECIALITE PRUNEAUX POMME   ;Cde 30 col grp;00008072;MAITRE PRU
3502490164530;S45809;ST 40G PRUNEAUX AGEN DENOYAUTE 55/6;Cde 30 col grp;00008072;MAITRE PRU
3502490088126;S45791;1KG ABRICOT SEC STANDARD ST        ;Cde 30 col grp;00008072;MAITRE PRU
3502490088126;495742;1KG ABRICOT SEC STD                ;Cde 30 col grp;00008072;MAITRE PRU
3245414088153;278714;250G ABRICOT MOELLEUX CRF BIO      ;Cde 30 col grp;00008072;MAITRE PRU
3180840005612;S01131;250G ABRICOT SECS BQ **            ;Cde 30 col grp;00008072;MAITRE PRU
3068238252087;S77176;250G ABRICOT SECS BQ **            ;Cde 30 col grop;00006771;COLOR     
3502490201617;S94493;500G ABTRICOT SEC STANDARD ST      ;Cde 30 col grp;00008072;MAITRE PRU
3502490009305;S45783;1KG ABRICOTS MOEULLEXU N°4 BR      ;Cde 30 col grp;00008072;MAITRE PRU
3502490076574;S45788;1KG DES D ABRICOT 6X8MMARRE SQ CRF ;Cde 30 col grp;00008072;MAITRE PRU
3560070767328;119922;250G ABRICOT MOELLEUX CARRE SQ CRF ;Cde 30 col grp;00008072;MAITRE PRU
3502490001545;S89858;250G ABRICOT MOELLEUX MP           ;Cde 30 col grp;00008072;MAITRE PRU
3502490164509;S45810;ST 40G ABRICOT MOELLEUX N°6        ;Cde 30 col grp;00008072;MAITRE PRU
3068230004097;S77179;ST 500G ABRICOTS MOELLEUX          ;Cde 30 col grop;00006771;COLOR     
3502490020584;S45801;1KG RAISIN DE CORINTHE ST          ;Cde 30 col grp;00008072;MAITRE PRU
3502490006847;S45803;1KG RAISINS SULTAMINE STD ST       ;Cde 30 col grp;00008072;MAITRE PRU
3560070705801;S67522;200G RAISINS SULTAMINE BIO CRF     ;Cde 30 col grp;00008072;MAITRE PRU
3245392347327;581050;250G RAISIN BRUN DEST.SAVEUR       ;Cde 30 col grop;00022679;DACO FRANC
3270720000223;585432;250G RAISIN CORINTHE BTS           ;Cde 30 col grop;00022679;DACO FRANC
3560070410897;S60711;250G RAISIN SULTAMINE CRF          ;Cde 30 col grop;00022679;DACO FRANC
3280040126626;S45787;2KG MELANGE RAISIN MOELLEUX ST     ;Cde 30 col grp;00008072;MAITRE PRU
3502490191987;S72304;500G RAISIN SULTAMINE STD PT PRIX  ;Cde 30 col grp;00008072;MAITRE PRU
3502490191970;553101;500G RAISIN SULTANINE PETIT PX     ;Cde 30 col grp;00008072;MAITRE PRU
3068230000013;S77174;500G RAISINS SULTANINES SUN        ;Cde 30 col grop;00006771;COLOR     
3068230011903;S45746;110G DUO RAISIN MOELLEUX SUN CUP   ;Cde 30 col grop;00006771;COLOR     
