"00190","00190","1","IMPORT","","0.0","","2","MVI","TRANSPORT BIRON (AVION)"
"00191","00191","1","IMPORT","","0.0","","2","MVI","ALLAIRE"
"00192","00192","1","IMPORT","","0.0","","2","MVI","LUNOR"
"00193","00193","1","IMPORT","","0.0","","2","MVI","EURIAL ULTRA FRAIS"
"00266","00266","1","IMPORT","","0.0","","2","MVI","VIANDE FRAICHE......"
"00290","00290","1","IMPORT","","0.0","","2","MVI","KERANNA S.A.S(FARMSTEAD)"
"00291","00291","1","IMPORT","","0.0","","2","MVI","GAMME CARREFOUR DISCOUNT"
"00292","00292","1","IMPORT","","0.0","","2","MVI","ORIENTAL VIANDES"
"00293","00293","1","IMPORT","","0.0","","2","MVI","TIPIAK"
"00294","00294","1","IMPORT","","0.0","","2","MVI","POPY"
"00295","00295","1","IMPORT","","0.0","","2","MVI","VITACUIRE SURGELES"
"00296","00296","1","IMPORT","","0.0","","2","MVI","MARCHÉ CARAIBES(CONG RHF)"
"00297","00297","1","ASP","","0.0","","2","MVI","CARIBBEAN FOOD INDUSTRY"
"00298","00298","1","IMPORT","","0.0","","2","MVI","GAMME NO NAME"
"00299","00299","1","IMPORT","","0.0","","2","MVI","NZ  DIRECT"
"00300","00300","1","IMPORT","","0.0","","2","MVI","SAVEURS DES TROPIQUES"
"00320","00320","1","IMPORT","","0.0","","2","MVI","ICIBEX GAMME TOULOULOU CONG"
"00321","00321","1","IMPORT","","0.0","","2","MVI","CONGELE (STEACK) DUP"
"00322","00322","1","IMPORT","","0.0","","2","MVI","VESTEY FOODS INT LTD(ALLMEX)"
"00323","00323","1","IMPORT","","0.0","","2","MVI","FOODS S.A"
"00324","00324","1","IMPORT","","0.0","","2","MVI","FRANSA"
"00325","00325","1","ASP","","0.0","","2","MVI","S.A.R.L CAP FRAIS"
"00326","00326","1","ASP","","0.0","","2","MVI","OCEAN DISTRIBUTION"
"00327","00327","1","IMPORT","","0.0","","2","MVI","LORIENTEX"
"00328","00328","1","ASP","","0.0","","2","MVI","DÉLICES & TRADITIONS(PRD RHF)"
"00329","00329","1","ASP","","0.0","","2","MVI","SURGEL'DIET"
"00330","00330","1","IMPORT","","0.0","","2","MVI","DELICE DE LA TOUR(CARF GENIPA)"
"00331","00331","1","IMPORT","","0.0","","2","MVI","FOUCTEAU S.A(BOULPAT CR. SURG)"
"00332","00332","1","IMPORT","","0.0","","2","MVI","GOLT POINT + MARIE( GENIPA)"
"00333","00333","1","IMPORT","","0.0","","2","MVI","MARTINE SPECIALITÉ(BOUL.MN SUR"
"00334","00334","1","IMPORT","","0.0","","2","MVI","PATISSERIE NOEL ERHARD(GENIPA)"
"00335","00335","1","IMPORT","","0.0","","2","MVI","PATISSERIE NOEL D.D/JANIC(GENI"
"00336","00336","1","ASP","","0.0","","2","MVI","CAREX/GELDOM"
"00337","00337","1","IMPORT","","0.0","","2","MVI","FOURNISSEURS DIVERS SURG(P.COM"
"00338","00338","1","IMPORT","","0.0","","2","MVI","TARA INTERNATIONAL"
"00339","00339","1","IMPORT","","0.0","","2","MVI","INTERPRAL-ULYSSE"
"00340","00340","1","IMPORT","","0.0","","2","MVI","GAMME PATISSERIE PASQUIER(CARF"
"00341","00341","1","IMPORT","","0.0","","2","MVI","GAMME BOULPAT SURGELES"
"00342","00342","1","IMPORT","","0.0","","2","MVI","GAMME PP BLANC"
"00380","00380","1","IMPORT","","0.0","","2","MVI","D'AUCY SURGELES"
"00381","00381","1","IMPORT","","0.0","","2","MVI","GAMME 1ER PRIX"
"00382","00382","1","IMPORT","","0.0","","2","MVI","GAMME GRAND JURY"
"00383","00383","1","IMPORT","","0.0","","2","MVI","GAMME  HAGEN DAZS"
"00384","00384","1","IMPORT","","0.0","","2","MVI","GAMME J'AIME"
"00385","00385","1","IMPORT","","0.0","","2","MVI","AUBRET S.A CONG.(VIANDE)"
"00386","00386","1","IMPORT","","0.0","","2","MVI","GASTRONOME DISTRIBUTION(SYNAVI"
"00387","00387","1","IMPORT","","0.0","","2","MVI","SOCOPA(CHERRE-COUTANCE FRANCE)"
"00388","00388","1","IMPORT","","0.0","","2","MVI","KUNE+HEITZ (CONG)"
"00389","00389","1","IMPORT","","0.0","","2","MVI","GLOBAL SEA FOODS PVT LTD"
"00390","00390","1","IMPORT","","0.0","","2","MVI","SEAFOOD EXPRESS SARL"
"00391","00391","1","IMPORT","","0.0","","2","MVI","CHISHOLM"
"00392","00392","1","IMPORT","","0.0","","2","MVI","ESRO SAS"
"00393","00393","1","ASP","","0.0","","2","MVI","UPFRUIT SARL"
"00394","00394","1","IMPORT","","0.0","","2","MVI","SEAPRO SAS (CONG)"
"00395","00395","1","IMPORT","","0.0","","2","MVI","VICTA (VOLAILLE CONG)"
"00396","00396","1","IMPORT","","0.0","","2","MVI","EMA NEGOCE"
"00397","00397","1","IMPORT","","0.0","","2","MVI","PERUPEZ S.A.C"
"00398","00398","1","IMPORT","","0.0","","2","MVI","MEATANFOOD(JESTIN SAS)CONG"
"00399","00399","1","IMPORT","","0.0","","2","MVI","OCEANO SEAFOOD"
"00401","00401","1","IMPORT","","0.0","","2","MVI","FOODS COMPANY"
"00444","00444","1","ASP","","0.0","","2","MVI","SCAGEX"
"00520","00520","1","IMPORT","","0.0","","2","MVI","POULET NU A SEC(NÉGOCE)"
"00521","00521","1","IMPORT","","0.0","","2","MVI","VOLAILES DIVERSES"
"00522","00522","1","IMPORT","","0.0","","2","MVI","VIANDES DIVERSES"
"00523","00523","1","IMPORT","","0.0","","2","MVI","PRODUITS DIVERS SURG"
"00524","00524","1","IMPORT","","0.0","","2","MVI","GAMME N°1"
"00525","00525","1","IMPORT","","0.0","","2","MVI","GAMME FRIGE CREME"
"00526","00526","1","IMPORT","","0.0","","2","MVI","GALIFRANCE (PRODUIT CONG)"
"00527","00527","1","IMPORT","","0.0","","2","MVI","HILLCREST FOOD LIMIT(TILLINGB)"
"00528","00528","1","IMPORT","","0.0","","2","MVI","GLOBAL FOODS SOLUTIONS"
"00711","00711","1","IMPORT","","0.0","","2","MVI","SOGEDIAL LE HAVRE..."
"00712","00712","1","IMPORT","","0.0","","2","MVI","LACTALIS (S.A.F.R)"
"00713","00713","1","IMPORT","","0.0","","2","MVI","SAVENCIA EX BONGRAIN OVER SEA"
"00714","00714","1","IMPORT","","0.0","","2","MVI","LACTALIS ( BRIDEL )"
"00715","00715","1","IMPORT","","0.0","","2","MVI","GROUPE ENTREMONT"
"00716","00716","1","IMPORT","","0.0","","2","MVI","LAITA INTERNATIONAL"
"00717","00717","1","IMPORT","","0.0","","2","MVI","JEAN CABY"
"00718","00718","1","IMPORT","","0.0","","2","MVI","JEAN STALAVEN"
"00719","00719","1","IMPORT","","0.0","","2","MVI","BERNI..............."
"00720","00720","1","IMPORT","","0.0","","2","MVI","VLEVY"
"00721","00721","1","IMPORT","","0.0","","2","MVI","SODIAAL INTERN.(RICHES MONTS)"
"00722","00722","1","IMPORT","","0.0","","2","MVI","AOSTE EXPORT SNC"
"00723","00723","1","IMPORT","","0.0","","2","MVI","SCAN IMPORT"
"00724","00724","1","IMPORT","","0.0","","2","MVI","LACTALIS (SOCIÉTÉ DES CAVES)"
"00725","00725","1","IMPORT","","0.0","","2","MVI","ICIBEX"
"00726","00726","1","IMPORT","","0.0","","2","MVI","ISIGNY SAINTE MERE.."
"00727","00727","1","IMPORT","","0.0","","2","MVI","CALIXTE"
"00728","00728","1","IMPORT","","0.0","","2","MVI","BONGRAIN (PROD DE LA"
"00729","00729","1","IMPORT","","0.0","","2","MVI","BACCALADERA"
"00730","00730","1","IMPORT","","0.0","","2","MVI","PATISSERIE GOURMANDE (AER)"
"00731","00731","1","IMPORT","","0.0","","2","MVI","VALLEE SA"
"00732","00732","1","IMPORT","","0.0","","2","MVI","COMPAGNIE MONTAGNE NOIRE"
"00733","00733","1","IMPORT","","0.0","","2","MVI","AUBERVAL"
"00734","00734","1","IMPORT","","0.0","","2","MVI","VALCREST"
"00735","00735","1","ASP","","0.0","","2","MVI","MARGARINE ANTILLAISE"
"00736","00736","1","IMPORT","","0.0","","2","MVI","RAMON"
"00737","00737","1","IMPORT","","0.0","","2","MVI","MERIMONT"
"00738","00738","1","IMPORT","","0.0","","2","MVI","HARRY'S SA"
"00739","00739","1","IMPORT","","0.0","","2","MVI","PATISSERIE IMPORT"
"00740","00740","1","IMPORT","","0.0","","2","MVI","ANDROS SA"
"00741","00741","1","IMPORT","","0.0","","2","MVI","FORCHY SA"
"00742","00742","1","IMPORT","","0.0","","2","MVI","COATHALEM"
"00743","00743","1","IMPORT","","0.0","","2","MVI","MA BOULANGERE"
"00744","00744","1","IMPORT","","0.0","","2","MVI","BASTE SA"
"00745","00745","1","IMPORT","","0.0","","2","MVI","GAMME COMPLEMENTAIRE"
"00746","00746","1","IMPORT","","0.0","","2","MVI","STE BIGARD"
"00747","00747","1","IMPORT","","0.0","","2","MVI","GAMME CARREFOUR"
"00748","00748","1","IMPORT","","0.0","","2","MVI","FROMAGERIE OCCITANE."
"00749","00749","1","IMPORT","","0.0","","2","MVI","EURIAL INTERNATIONAL"
"00750","00750","1","IMPORT","","0.0","","2","MVI","THIOL ............"
"00751","00751","1","IMPORT","","0.0","","2","MVI","LES SALAISONS DE BROCELIANDE"
"00752","00752","1","IMPORT","","0.0","","2","MVI","AUBRET.............."
"00753","00753","1","IMPORT","","0.0","","2","MVI","DIVERS TC GUADELOUP"
"00754","00754","1","IMPORT","","0.0","","2","MVI","DELPIERRE.SIF"
"00755","00755","1","ASP","","0.0","","2","MVI","NESTLE PRESTAT. MVI."
"00756","00756","1","IMPORT","","0.0","","2","MVI","TC COMPLET DIVERS1"
"00757","00757","1","IMPORT","","0.0","","2","MVI","DOUX CONGELE ......."
"00758","00758","1","IMPORT","","0.0","","2","MVI","DAVIGEL SURGELE ...(PROD RHF)"
"00759","00759","1","IMPORT","","0.0","","2","MVI","BONDUELLE SURGELE .."
"00760","00760","1","IMPORT","","0.0","","2","MVI","MAC CAIN FOODS EUR.BV(FRIT.PP)"
"00761","00761","1","IMPORT","","0.0","","2","MVI","SEB CONGELE ........"
"00762","00762","1","IMPORT","","0.0","","2","MVI","PRODUITS DIV.ET AUTRES LEG RHF"
"00763","00763","1","IMPORT","","0.0","","2","MVI","MAC CAIN FOODS EUROPE BV"
"00764","00764","1","IMPORT","","0.0","","2","MVI","MARIE SURGELES...."
"00765","00765","1","IMPORT","","0.0","","2","MVI","COTE DE PORC/RIBS"
"00766","00766","1","IMPORT","","0.0","","2","MVI","OPTIVAL SURGELE ...."
"00767","00767","1","IMPORT","","0.0","","2","MVI","BROSSARD   SURGELES."
"00768","00768","1","IMPORT","","0.0","","2","MVI","DAREGAL SURGELE ...."
"00769","00769","1","IMPORT","","0.0","","2","MVI","PROD SAISONNIER.(FIN D'ANNEE)"
"00770","00770","1","IMPORT","","0.0","","2","MVI","GAMME SAVEUR DU MONDE"
"00771","00771","1","ASP","","0.0","","2","MVI","SIMBI"
"00772","00772","1","IMPORT","","0.0","","2","MVI","ATELIER DEPOT 3 ...."
"00773","00773","1","IMPORT","","0.0","","2","MVI","ABCHEE CONGELE ....."
"00774","00774","1","IMPORT","","0.0","","2","MVI","INTERNAT. CONGELE..."
"00775","00775","1","IMPORT","","0.0","","2","MVI","POISSONS/FRUIT DE MER DIVERS"
"00776","00776","1","IMPORT","","0.0","","2","MVI","HOA NAM (PRODUIT CHINOIS)"
"00777","00777","1","IMPORT","","0.0","","2","MVI","ABCHEE FRAIS........"
"00778","00778","1","IMPORT","","0.0","","2","MVI","ETS  BOIRON (PROD RHF)"
"00779","00779","1","IMPORT","","0.0","","2","MVI","PATISSERIE HOLDER (S"
"00780","00780","1","IMPORT","","0.0","","2","MVI","DIVERS/AVION"
"00781","00781","1","IMPORT","","0.0","","2","MVI","POMONA GRAND EXPORT"
"00782","00782","1","IMPORT","","0.0","","2","MVI","RAMON"
"00783","00783","1","IMPORT","","0.0","","2","MVI","JEAN STALAVEN (AVION)"
"00784","00784","1","IMPORT","","0.0","","2","MVI","BONGRAIN/EXPORT"
"00785","00785","1","IMPORT","","0.0","","2","MVI","AOSTE EXPORT SNC (AVION)"
"00786","00786","1","IMPORT","","0.0","","2","MVI","REGIONAL FOOD (AVION)"
"00787","00787","1","IMPORT","","0.0","","2","MVI","DELPEYRAT"
"00788","00788","1","IMPORT","","0.0","","2","MVI","LABEYRIE FINE FOODS INTERNATIO"
"00789","00789","1","IMPORT","","0.0","","2","MVI","FLECHARD NORMANDIE VOLAILLE"
"00790","00790","1","IMPORT","","0.0","","2","MVI","BAMAPRO  AVION"
"00791","00791","1","IMPORT","","0.0","","2","MVI","LE CHEF BRETAGNE INTERNATIONAL"
"00792","00792","1","ASP","","0.0","","2","MVI","WEST POINT"
"00793","00793","1","IMPORT","","0.0","","2","MVI","EURALIS (GMD MONFORT)"
"00794","00794","1","IMPORT","","0.0","","2","MVI","KRITSEN"
"00795","00795","1","IMPORT","","0.0","","2","MVI","CHARCUTERIE LE COUED"
"00796","00796","1","IMPORT","","0.0","","2","MVI","PAN FISH FRANCE"
"00797","00797","1","IMPORT","","0.0","","2","MVI","CHARLES AMAND"
"00798","00798","1","IMPORT","","0.0","","2","MVI","MONDIAL FRUITS SEC"
"00799","00799","1","ASP","","0.0","","2","MVI","S.M.P.A"
"00800","00800","1","ASP","","0.0","","2","MVI","PAINS & COMPAGNIE"
"00802","00802","1","IMPORT","","0.0","","2","MVI","GAMME CHAMPION"
"00803","00803","1","ASP","","0.0","","2","MVI","PEP'SAUCE (PATE A COLOMBO)"
"00804","00804","1","ASP","","0.0","","2","MVI","MULTIGROS CONG (HO-HIO-HEN)"
"00805","00805","1","IMPORT","","0.0","","2","MVI","REFLET DE FRANCE  R.D.F)"
"00806","00806","1","IMPORT","","0.0","","2","MVI","LORIENTEX"
"00807","00807","1","IMPORT","","0.0","","2","MVI","GYMA SURGELES"
"00808","00808","1","IMPORT","","0.0","","2","MVI","VOLAVEN- DUC"
"00809","00809","1","ASP","","0.0","","2","MVI","LES CRUSTACES CREOLE"
"00810","00810","1","ASP","","0.0","","2","MVI","SOCIETE S.N.A.F(PROD REUNION)"
"00811","00811","1","IMPORT","","0.0","","2","MVI","KRUSTAFISH"
"00812","00812","1","IMPORT","","0.0","","2","MVI","JUAN R.P.S.ELIANO"
"00813","00813","1","IMPORT","","0.0","","2","MVI","MAGDA S.A.S SURGELES(EX GYMA)"
"00814","00814","1","IMPORT","","0.0","","2","MVI","CADI.SURGELES (DEPANNAGE GPE)"
"00815","00815","1","IMPORT","","0.0","","2","MVI","BALLANDE NEW ZEALAND LIMITED"
"00816","00816","1","IMPORT","","0.0","","2","MVI","GAMME PATISSERIE SURG/FRANCHIS"
"00817","00817","1","IMPORT","","0.0","","2","MVI","DAT-SCHAUB INTERNAT-ESS-FOOD"
"00818","00818","1","ASP","","0.0","","2","MVI","CRUSTAFISH SARL"
"00819","00819","1","IMPORT","","0.0","","2","MVI","PRODISAL SARL(GAMME ASIE)"
"00820","00820","1","ASP","","0.0","","2","MVI","AGKOLA         (EX PEP SAUCE)"
"00821","00821","1","IMPORT","","0.0","","2","MVI","VIVAGEL SURGELE"
"00823","00823","1","IMPORT","","0.0","","2","MVI","GAMME LABERIE CONG.(FESTIFS)"
"00882","00882","1","IMPORT","","0.0","","2","MVI","GAMME X.GOURMET REST"
"00899","00899","1","IMPORT","","0.0","","2","MVI","SOGEDIAL FRUITS ET LEGUMES"
"00900","00900","1","IMPORT","","0.0","","2","MVI","KRUSTANORD"
"00920","00920","1","IMPORT","","0.0","","2","MVI","ISLAND-FOOD F&L....."
"00930","00930","1","IMPORT","","0.0","","2","MVI","ESSEX EXPORT INC"
"00931","00931","1","ASP","","0.0","","2","MVI","CONIC MARTINIQUE"
"00932","00932","1","IMPORT","","0.0","","2","MVI","SEASCAPE (AVION) INTER SEAFOOD"
"00933","00933","1","ASP","","0.0","","2","MVI","PASTELLE MARCELLE"
"00934","00934","1","ASP","","0.0","","2","MVI","SOFRIMA DISTRIBUTION   (DEPAN)"
"00935","00935","1","ASP","","0.0","","2","MVI","DELICES SURGELES(GPE)JEANOMARK"
"00936","00936","1","ASP","","0.0","","2","MVI","SOMAHYPER(HYPER-CHAMPION)"
"00937","00937","1","ASP","","0.0","","2","MVI","MAN'NICOL      (BOUDIN)"
"00938","00938","1","ASP","","0.0","","2","MVI","ABATTOIR DE SAINT PIERRE(CONG)"
"00939","00939","1","ASP","","0.0","","2","MVI","SOJA SAVEUR (PROD VÉGÉTARIEN)"
"00940","00940","1","IMPORT","","0.0","","2","MVI","FINDUS FRANCE S.A"
"00941","00941","1","ASP","","0.0","","2","MVI","CUISINE MATINIK,SAILLARD IRENE"
"00942","00942","1","IMPORT","","0.0","","2","MVI","FISH AND CO"
"00943","00943","1","IMPORT","","0.0","","2","MVI","SEA PRO PARTNERS"
"00944","00944","1","IMPORT","","0.0","","2","MVI","TC COMPLET CUISSES POULET 10KG"
"00945","00945","1","IMPORT","","0.0","","2","MVI","TC COMPLET (LOIN RIBS)"
"00946","00946","1","IMPORT","","0.0","","2","MVI","TC COMPLETS GLOBAL FOODS"
"00947","00947","1","IMPORT","","0.0","","2","MVI","TC COMPLET HORAFROST"
"00948","00948","1","IMPORT","","0.0","","2","MVI","TC FRITE PP BEGRO"
"00950","00950","1","IMPORT","","0.0","","2","MVI","CAMPINA"
"00979","00979","1","IMPORT","","0.0","","2","MVI","SCAGEX/MARS BARRES G"
"00981","00981","1","IMPORT","","0.0","","2","MVI","FRANCOMER"
"03024","03024","1","IMPORT","","0.0","","2","MVI","DOLE FRANCE"
"0800","0800","1","ASP","","0.0","","2","MVI","VIVIES FABIENNE(SARL FABY)LOCA"
"0801","0801","1","ASP","","0.0","","2","MVI","FABY SARL(VIVIES FABIENNE)LOC"
"11022","11022","1","IMPORT","","0.0","","2","MVI","LOGIDIS"
"12002","12002","1","IMPORT","","0.0","","2","MVI","MORIN EXPORT"
"12060","12060","1","IMPORT","","0.0","","2","MVI","MORE CODFISH"
"12061","12061","1","IMPORT","","0.0","","2","MVI","COD- EXPORT"
"18004","18004","1","IMPORT","","0.0","","2","MVI","STEMMELEN"
"18047","18047","1","IMPORT","","0.0","","2","MVI","SIF DELPIERRE  (ISLANDIA)"
"21006","21006","1","IMPORT","","0.0","","2","MVI","VD PRIM."
"99095","99095","1","IMPORT","","0.0","","2","MVI","INTERFOOD"
"*****","*****","1","ASP","","0.0","","2","SCA","NON DETERMINE................."
"00001","00001","1","IMPORT","","0.0","","2","SCA","PANZANI"
"00002","00002","1","IMPORT","","0.0","","2","SCA","CACOLAC"
"00050","00050","1","IMPORT","","0.0","","2","SCA","WILLIAM SAURIN"
"00090","00090","1","IMPORT","","0.0","","2","SCA","JDE EX MAISON DU CAFE"
"00092","00092","1","IMPORT","","0.0","","2","SCA","CRACOTTES & RONDIK D"
"00095","00095","1","IMPORT","","0.0","","2","SCA","GILLETTE"
"00099","00099","1","ASP","","0.0","","2","SCA","SOFRIDIS S.A.R.L"
"00100","00100","1","IMPORT","","0.0","","2","SCA","JOHNSON"
"00101","00101","1","IMPORT","","0.0","","2","SCA","BAYGON"
"00106","00106","1","IMPORT","","0.0","","2","SCA","SCHWEPPES OASIS"
"00109","00109","1","IMPORT","","0.0","","2","SCA","SUZI-WAN"
"00110","00110","1","IMPORT","","0.0","","2","SCA","PLEIN-AIR"
"00112","00112","1","IMPORT","","0.0","","2","SCA","SCHWEPPES INTERNATIONAL LIMITE"
"00114","00114","1","IMPORT","","0.0","","2","SCA","NESTLE WATERS  FRANCE"
"00115","00115","1","IMPORT","","0.0","","2","SCA","KRUKY"
"00116","00116","1","IMPORT","","0.0","","2","SCA","NESTLE WATERS PERRIER"
"00120","00120","1","IMPORT","","0.0","","2","SCA","BISCUITERIE B.N."
"00121","00121","1","IMPORT","","0.0","","2","SCA","LORENZ-BAHLSEN-SNACKS"
"00122","00122","1","IMPORT","","0.0","","2","SCA","BAHLSEN-SAINT-MICHEL"
"00124","00124","1","IMPORT","","0.0","","2","SCA","BENEDICTA S.A"
"00125","00125","1","IMPORT","","0.0","","2","SCA","SEREBIS PAT.INDUSTRIELLE"
"00126","00126","1","IMPORT","","0.0","","2","SCA","FORCHY PATISSIER"
"00130","00130","1","IMPORT","","0.0","","2","SCA","SWEET INTERNATIONAL"
"00131","00131","1","IMPORT","","0.0","","2","SCA","HENAFF SAS"
"00135","00135","1","ASP","","0.0","","2","SCA","MATERIEL D'AIDE A LA VENTE"
"00140","00140","1","IMPORT","","0.0","","2","SCA","KRAFT CHOCOLAT"
"00145","00145","1","IMPORT","","0.0","","2","SCA","CAFE GRAND MERE"
"00150","00150","1","IMPORT","","0.0","","2","SCA","COTE D'OR"
"00160","00160","1","IMPORT","","0.0","","2","SCA","KRAFT CAFE"
"00200","00200","1","IMPORT","","0.0","","2","SCA","REGILAIT FRANCE-LAIT"
"00235","00235","1","IMPORT","","0.0","","2","SCA","FRISKIES"
"00240","00240","1","IMPORT","","0.0","","2","SCA","LAIT GLORIA"
"00241","00241","1","IMPORT","","0.0","","2","SCA","S.O.P.A.D."
"00242","00242","1","IMPORT","","0.0","","2","SCA","NESTLE LAIT"
"00250","00250","1","IMPORT","","0.0","","2","SCA","SUNLAND"
"00251","00251","1","IMPORT","","0.0","","2","SCA","UNCLE BENS"
"00270","00270","1","IMPORT","","0.0","","2","SCA","MATERNE"
"00300","00300","1","IMPORT","","0.0","","2","SCA","UNISABI"
"00301","00301","1","ASP","","0.0","","2","SCA","CARAIBEENNE DE PETFOOD"
"00310","00310","1","IMPORT","","0.0","","2","SCA","BLEDINA SA"
"00320","00320","1","IMPORT","","0.0","","2","SCA","MCD MARNE&CHAMPAGNE DIFFUSION"
"00325","00325","1","IMPORT","","0.0","","2","SCA","YVON MAU S.A"
"00350","00350","1","IMPORT","","0.0","","2","SCA","BEL VACHE QUI RIT"
"00360","00360","1","IMPORT","","0.0","","2","SCA","LACTALIS LAIT"
"00370","00370","1","IMPORT","","0.0","","2","SCA","GELI SARL"
"00400","00400","1","IMPORT","","0.0","","2","SCA","S O V E N A  S.A"
"00410","00410","1","IMPORT","","0.0","","2","SCA","PRINGLES"
"00420","00420","1","IMPORT","","0.0","","2","SCA","VIBERT"
"00450","00450","1","IMPORT","","0.0","","2","SCA","FLODOR"
"00500","00500","1","IMPORT","","0.0","","2","SCA","PIE QUI CHANTE"
"00510","00510","1","ASP","","0.0","","2","SCA","LANCRY RENE SA"
"00555","00555","1","ASP","","0.0","","2","SCA","SARL N.C NARAYANINSAMY"
"00560","00560","1","IMPORT","","0.0","","2","SCA","LIEBIG-CONTINENTAL FOOD"
"00570","00570","1","IMPORT","","0.0","","2","SCA","MAILLE.............."
"00580","00580","1","IMPORT","","0.0","","2","SCA","LESIEUR CONDIMENTS"
"00590","00590","1","IMPORT","","0.0","","2","SCA","LESIEUR MARGARINE"
"00600","00600","1","IMPORT","","0.0","","2","SCA","BEL FRIGO"
"00601","00601","1","IMPORT","","0.0","","2","SCA","SCA HYGIENE"
"00605","00605","1","IMPORT","","0.0","","2","SCA","3 M"
"00620","00620","1","IMPORT","","0.0","","2","SCA","BOSCH"
"00630","00630","1","IMPORT","","0.0","","2","SCA","UNION LAITIERE NORMA"
"00649","00649","1","IMPORT","","0.0","","2","SCA","LACTALIS PPC/PPNC"
"00650","00650","1","IMPORT","","0.0","","2","SCA","LACTALIS BCF"
"00652","00652","1","IMPORT","","0.0","","2","SCA","LACTALIS CREME"
"00655","00655","1","IMPORT","","0.0","","2","SCA","BESNIER LIQUIDE"
"00700","00700","1","IMPORT","","0.0","","2","SCA","FERRANIA FRANCE SAS"
"00750","00750","1","IMPORT","","0.0","","2","SCA","GENERAL MILLS FRANCE"
"00792","00792","1","ASP","","0.0","","2","SCA","WEST POINT"
"00800","00800","1","IMPORT","","0.0","","2","SCA","TRAITEUR CONSEIL"
"00850","00850","1","IMPORT","","0.0","","2","SCA","SEVYLOR EUROPE"
"00900","00900","1","IMPORT","","0.0","","2","SCA","HENKEL FRANCE SA"
"00920","00920","1","IMPORT","","0.0","","2","SCA","SOS ANTILLES GUYANE"
"00921","00921","1","IMPORT","","0.0","","2","SCA","S O S ANTILLES GUYANE"
"00950","00950","1","IMPORT","","0.0","","2","SCA","NV SNACK FOOD POCO LOCO"
"00979","00979","1","IMPORT","","0.0","","2","SCA","MARS BARRES GLACEES"
"00987","00987","1","IMPORT","","0.0","","2","SCA","MARS CONFISERIE"
"00988","00988","1","ASP","","0.0","","2","SCA","PRIMISTERES REYNOIRD"
"00997","00997","1","IMPORT","","0.0","","2","SCA","WRIGLEY FRANCE S.N.C"
"06027","06027","1","IMPORT","","0.0","","2","SCA","GANDIA PLA SA"
"0901","0901","1","ASP","","0.0","","2","SCA","LOGIGUA"
"24040","24040","1","ASP","","0.0","","2","SCA","MARTINIQUE VIANDES"
"*****","*****","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00001","00001","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00031","00031","1","IMPORT","","0.0","","2","RHF","GUYARDER"
"00105","00105","1","IMPORT","","0.0","","2","RHF","R.F.D..............."
"00109","00109","1","IMPORT","","0.0","","2","RHF","SOGEDIAL AULX/PDT/OI"
"00115","00115","1","IMPORT","","0.0","","2","RHF","UNILEVER............"
"00117","00117","1","IMPORT","","0.0","","2","RHF","UNILEVER/NDT ......."
"00134","00134","1","ASP","","0.0","","2","RHF","SOFRIDIS"
"00216","00216","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00266","00266","1","IMPORT","","0.0","","2","RHF","VIANDE FRAICHE......"
"00290","00290","1","IMPORT","","0.0","","2","RHF","DECOUPES FARMSTEAD.."
"00318","00318","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00321","00321","1","IMPORT","","0.0","","2","RHF","CONGELE (STEACK) DUP"
"00328","00328","1","ASP","","0.0","","2","RHF","DÉLICES ET TRADITIONS"
"00380","00380","1","IMPORT","","0.0","","2","RHF","LEGUMES SURGELES D'A"
"00381","00381","1","IMPORT","","0.0","","2","RHF","GAMME 1ER PRIX"
"00382","00382","1","IMPORT","","0.0","","2","RHF","GAMME MARQUES PROPRE"
"00383","00383","1","IMPORT","","0.0","","2","RHF","GAMME  HAGEN DAZS"
"00444","00444","1","IMPORT","","0.0","","2","RHF","SCAGEX.............."
"00446","00446","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00500","00500","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00520","00520","1","IMPORT","","0.0","","2","RHF","POULET NU A SEC (PRI"
"00521","00521","1","IMPORT","","0.0","","2","RHF","VOLAILES DIVERSES"
"00522","00522","1","IMPORT","","0.0","","2","RHF","VIANDES DIVERSES"
"00523","00523","1","IMPORT","","0.0","","2","RHF","PRODUITS DIVERS SURG"
"00711","00711","1","IMPORT","","0.0","","2","RHF","SOGEDIAL LE HAVRE..."
"00712","00712","1","IMPORT","","0.0","","2","RHF","S.A.F.R............."
"00713","00713","1","IMPORT","","0.0","","2","RHF","BONGRAIN............"
"00714","00714","1","IMPORT","","0.0","","2","RHF","BRIDEL.............."
"00715","00715","1","IMPORT","","0.0","","2","RHF","ENTREMONT..........."
"00717","00717","1","IMPORT","","0.0","","2","RHF","CABY................"
"00718","00718","1","IMPORT","","0.0","","2","RHF","STALAVEN............"
"00719","00719","1","IMPORT","","0.0","","2","RHF","BERNI..............."
"00720","00720","1","IMPORT","","0.0","","2","RHF","EUROPAL............."
"00721","00721","1","IMPORT","","0.0","","2","RHF","LAITA..............."
"00722","00722","1","IMPORT","","0.0","","2","RHF","AOSTE..............."
"00723","00723","1","IMPORT","","0.0","","2","RHF","SCAM................"
